36001|DK-Gamma-Station-GS01|143324.984375
134013|Beluga Liner|1287983.5
208659|BA_Player|16040.740234375
265656|ALB Velebit|6435.0234375
276127|BA_Player|4967.423828125
291254|DD Lokrum Luxury|2046.7119140625
328069|Vetas - Argo|576971.875
364782|CORE Horizon|13329.7568359375
366100|Polaris Module B|7392.5126953125
466076|Perses Carrier|232837.125
524177|SV_Player|5345.25390625
525053|BA_Player|19999.115234375
536066|Nomad-XT|120797.5703125
